No_Die,Datetime,Lot_Num,Wafer_Num,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Lamp,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,Target,Datetime,Error_message,Yield
NOLSM733284,24-02-2019 ?? 9:04:30,28,4,2,Oxidation,wet,1281.924107,H2O,45.2,0.225,32,724.821,1,Photo,1.38632,20.107,15.01,20,197.55,90,497.55,3950.994,4938.743,4.944,89.835,30.003,2,53.721,Hg-Arc,H,405,521.053,108.59,2,Etching,261,1617,3661,5731,72.482,51.299,1.032,2,Implantation,5.25E+15,9.55E+15,1.92E+16,3.00E+17,6.00E+17,32757.689,0.01,103.247,902,155,132,02-25-2018,none,93.4
NOLSM734285,24-02-2019 ?? 9:04:30,28,5,2,Oxidation,wet,1276.061577,H2O,45.22,0.223,30,718.628,1,Photo,1.41858,10.45,15.07,19.997,197.427,90,497.427,3948.538,4935.673,4.946,89.931,30.013,3,57.992,Hg-Arc,H,405,518.858,108.69,1,Etching,312,1563,3657,5708,71.863,51.602,1.04,1,Implantation,2.15E+16,2.41E+15,1.88E+14,2.99E+17,6.00E+17,32758.759,0.01,104.005,903,156,156,02-25-2018,none,92.2
NOLSM735286,24-02-2019 ?? 9:04:30,28,6,2,Oxidation,wet,1276.3955,H2O,45.25,0.225,32,720.697,2,Photo,1.27336,14.487,14.923,20,197.695,90,497.695,3953.901,4942.376,4.945,89.812,30.011,1,47.802,Hg-Arc,H,405,514.913,109.247,1,Etching,265,1320,3655,5694,72.07,51.533,1.038,1,Implantation,1.28E+16,1.36E+16,4.69E+17,2.99E+17,6.00E+17,32951.237,0.01,103.832,903,156,117,02-25-2018,none,94.15
NOLSM736287,24-02-2019 ?? 9:04:30,28,7,2,Oxidation,wet,1275.200613,H2O,45.26,0.225,32,719.265,2,Photo,1.27757,15.464,15.04,19.996,197.647,90,497.647,3952.935,4941.169,4.942,89.843,29.998,2,48.059,Hg-Arc,H,405,510.959,109.347,2,Etching,210,1476,3655,5716,71.927,51.814,1.045,2,Implantation,1.07E+16,7.92E+13,2.56E+14,3.00E+17,6.00E+17,32572.985,0.01,104.536,903,157,123,02-25-2018,none,93.85
NOLSM737288,24-02-2019 ?? 9:04:30,28,8,2,Oxidation,wet,1278.980075,H2O,45.26,0.225,32,715.88,2,Photo,1.08925,15.583,14.88,19.998,197.687,90,497.687,3953.73,4942.163,4.943,89.845,30,3,43.899,Hg-Arc,I,365,464.994,109.971,3,Etching,202,1433,3649,5727,71.588,51.84,1.046,3,Implantation,1.05E+16,1.05E+15,5.40E+17,3.00E+17,6.00E+17,32547.768,0.01,104.6,903,157,99,02-25-2018,none,95.05
NOLSM738289,24-02-2019 ?? 9:04:30,28,9,2,Oxidation,wet,1282.139237,H2O,45.21,0.225,32,726.383,3,Photo,1.35571,15.388,14.948,20.004,197.725,90,497.725,3954.506,4943.133,4.943,89.89,30.005,1,54.947,Hg-Arc,I,365,478.745,109.048,3,Etching,317,1494,3670,5722,72.638,51.816,1.045,3,Implantation,1.08E+16,1.08E+17,3.45E+17,3.01E+17,6.00E+17,32547.251,0.01,104.54,899,157,192,02-25-2018,none,90.4
NOLSM7392810,24-02-2019 ?? 9:04:30,28,10,2,Oxidation,wet,1274.525002,H2O,45.22,0.224,31,720.264,3,Photo,1.19561,15.515,14.951,20.002,197.719,90,497.719,3954.381,4942.976,4.942,89.825,30.001,2,45.406,Hg-Arc,I,365,472.416,108.769,2,Etching,162,1447,3652,5717,72.026,51.692,1.042,2,Implantation,1.05E+16,7.19E+16,5.55E+16,2.98E+17,6.00E+17,32234.854,0.01,104.23,898,156,72,02-25-2018,none,96.4
NOLSM7402811,24-02-2019 ?? 9:04:30,28,11,2,Oxidation,wet,1273.863736,H2O,45.22,0.225,32,717.763,3,Photo,1.48265,15.987,15.049,20.002,197.466,90,497.466,3949.324,4936.655,4.939,89.852,30.003,3,41.928,Hg-Arc,I,365,474.589,108.643,1,Etching,150,1333,3648,5711,71.776,51.503,1.038,1,Implantation,9.45E+15,6.98E+16,4.15E+14,3.00E+17,6.00E+17,32330.696,0.01,103.757,898,156,57,02-25-2018,none,97.15
NOLSM7412812,24-02-2019 ?? 9:04:30,28,12,3,Oxidation,wet,1283.985107,H2O,45.28,0.225,32,724.499,1,Photo,1.17821,16.313,14.958,20.005,197.662,89.999,497.662,3953.236,4941.545,4.953,89.986,29.991,1,48.646,Hg-Arc,I,365,473.707,108.626,1,Etching,249,1530,3662,5737,72.45,51.518,1.038,1,Implantation,8.75E+15,8.62E+16,3.45E+17,3.01E+17,6.00E+17,32453.91,0.01,103.794,898,156,129,02-25-2018,none,93.55
NOLSM7422813,24-02-2019 ?? 9:04:30,28,13,3,Oxidation,wet,1283.363039,H2O,45.26,0.226,33,727.814,1,Photo,1.38912,12.416,14.984,20.005,198.028,90,498.028,3960.561,4950.702,4.951,90.041,30.014,2,46.855,Hg-Arc,I,365,478.684,108.5,2,Etching,237,1488,3664,5739,72.781,51.407,1.035,2,Implantation,1.73E+16,1.40E+17,1.00E+18,3.01E+17,6.00E+17,32459.947,0.01,103.517,898,155,117,02-25-2018,none,94.15
NOLSM7432814,24-02-2019 ?? 9:04:30,28,14,3,Oxidation,wet,1274.803652,H2O,45.24,0.226,33,722.683,1,Photo,1.21942,12.698,15.012,20.001,197.95,90.001,497.95,3958.994,4948.743,4.951,90.028,30,3,38.535,Hg-Arc,I,365,466.091,108.45,3,Etching,257,1423,3656,5724,72.268,51.404,1.035,3,Implantation,1.67E+16,1.31E+17,2.41E+15,2.99E+17,6.00E+17,32451.735,0.01,103.511,893,155,81,02-25-2018,none,95.95
NOLSM7442815,24-02-2019 ?? 9:04:30,28,15,3,Oxidation,wet,1278.617427,H2O,45.35,0.226,33,727.582,2,Photo,1.19937,12.151,14.957,19.999,197.986,90,497.986,3959.721,4949.651,4.947,89.577,30.003,1,46.565,Hg-Arc,I,365,475.186,108.282,3,Etching,285,1391,3669,5713,72.758,51.384,1.035,3,Implantation,1.78E+16,1.23E+16,1.50E+17,2.98E+17,6.00E+17,32446.311,0.01,103.461,884,155,144,02-25-2018,none,92.8
NOLSM7452816,24-02-2019 ?? 9:04:30,28,16,3,Oxidation,wet,1277.493534,H2O,45.31,0.226,33,726.818,2,Photo,1.2452,11.544,15.084,20.001,196.989,89.999,496.989,3939.779,4924.724,4.928,89.666,30.001,2,39.769,Hg-Arc,I,365,467.049,108.361,2,Etching,307,1533,3668,5706,72.682,51.336,1.033,2,Implantation,1.89E+16,4.40E+16,1.10E+18,2.99E+17,6.00E+17,32461.916,0.01,103.339,885,155,138,02-25-2018,none,93.1
NOLSM7462817,24-02-2019 ?? 9:04:30,28,17,3,Oxidation,wet,1269.23601,H2O,45.34,0.225,32,713.605,2,Photo,1.34601,12.262,14.992,19.999,197.14,90,497.14,3942.793,4928.491,4.902,89.52,30.002,3,38.212,Hg-Arc,I,365,470.372,107.954,1,Etching,319,1343,3658,5712,71.36,51.034,1.026,1,Implantation,1.73E+16,1.30E+16,4.88E+15,2.98E+17,6.00E+17,32461.009,0.01,102.584,885,154,171,02-25-2018,none,91.45
NOLSM7472818,24-02-2019 ?? 9:04:30,28,18,3,Oxidation,wet,1274.667489,H2O,45.47,0.224,31,726.633,3,Photo,1.69872,19.518,15.019,20.001,196.262,89.999,496.262,3925.23,4906.538,4.904,89.125,29.991,1,43.699,Hg-Arc,I,365,474.855,107.961,1,Etching,169,1465,3668,5731,72.663,51.236,1.031,1,Implantation,1.45E+16,1.31E+16,8.70E+17,3.00E+17,6.00E+17,32451.238,0.01,103.09,881,155,129,02-25-2018,none,93.55
NOLSM7482819,24-02-2019 ?? 9:04:30,28,19,3,Oxidation,wet,1282.933609,H2O,45.52,0.224,31,719.265,3,Photo,1.63049,10.998,15.042,20.002,196.017,90,496.017,3920.345,4900.431,4.917,89.055,30.002,2,35.76,Hg-Arc,I,365,464.567,107.98,2,Etching,269,1475,3656,5730,71.927,51.247,1.031,2,Implantation,1.99E+16,1.06E+17,3.34E+15,2.99E+17,6.00E+17,32360.3,0.01,103.119,881,155,87,02-25-2018,none,95.65
NOLSM7492820,24-02-2019 ?? 9:04:30,28,20,3,Oxidation,wet,1275.589114,H2O,45.44,0.226,33,722.546,3,Photo,1.87839,18.719,14.999,20,196.31,90,496.31,3926.195,4907.744,4.907,89.193,30.007,3,40.919,Hg-Arc,I,365,479.261,107.893,3,Etching,233,1363,3664,5709,72.255,51.174,1.029,3,Implantation,3.24E+15,2.41E+15,6.04E+13,3.02E+17,6.00E+17,32551.161,0.01,102.936,881,154,132,02-25-2018,none,93.4
NOLSM7502821,24-02-2019 ?? 9:04:30,28,21,1,Oxidation,wet,1282.816736,H2O,45.44,0.226,33,728.731,1,Photo,1.55183,18.047,14.95,20.001,196.474,90.001,496.474,3929.473,4911.842,4.91,89.229,30.004,1,45.597,Hg-Arc,I,365,478.54,107.908,3,Etching,301,1359,3668,5730,72.873,51.198,1.03,3,Implantation,4.70E+15,1.32E+16,1.81E+15,2.98E+17,6.00E+17,32446.177,0.01,102.995,881,154,114,02-25-2018,none,94.3
NOLSM7512822,24-02-2019 ?? 9:04:30,28,22,1,Oxidation,wet,1270.238956,H2O,45.43,0.225,32,728.858,1,Photo,1.72079,19.02,15.021,19.997,195.996,90,495.996,3919.919,4899.899,4.894,88.514,29.994,2,24.261,Hg-Arc,I,365,464.043,106.186,2,Etching,269,1481,3669,5710,72.886,50.996,1.025,2,Implantation,2.56E+15,9.23E+12,5.76E+14,3.00E+17,6.00E+17,32441.521,0.01,102.49,878,154,114,02-25-2018,none,94.3
NOLSM7522823,24-02-2019 ?? 9:04:30,28,23,1,Oxidation,wet,1279.042715,H2O,45.46,0.222,29,713.971,1,Photo,2.29371,17.275,15.084,20.005,194.399,90.001,494.399,3887.97,4859.963,4.856,88.81,30.013,3,36.631,Hg-Arc,I,365,478.127,106.857,1,Etching,289,1391,3654,5722,71.397,50.447,1.011,1,Implantation,5.88E+15,5.80E+16,22564131372,3.01E+17,6.00E+17,32449.708,0.01,101.118,882,152,117,02-25-2018,none,94.15
NOLSM7532824,24-02-2019 ?? 9:04:30,28,24,1,Oxidation,wet,1283.203618,H2O,45.66,0.222,29,721.066,2,Photo,1.95647,17.34,15.036,19.998,195.439,90,495.439,3908.787,4885.984,4.881,88.457,30.003,1,30.602,Hg-Arc,I,365,466.585,106.898,1,Etching,250,1384,3658,5730,72.107,50.79,1.02,1,Implantation,5.92E+15,1.59E+14,2.36E+11,3.00E+17,6.00E+17,32456.237,0.01,101.975,883,153,84,02-25-2018,none,95.8
NOLSM7542825,24-02-2019 ?? 9:04:30,28,25,1,Oxidation,wet,1280.87409,H2O,45.89,0.223,30,729.198,2,Photo,1.85826,14.003,15.021,19.997,194.947,90,494.947,3898.937,4873.671,4.904,88.771,29.996,2,40.624,Hg-Arc,I,365,471.588,108.046,2,Etching,238,1496,3672,5749,72.92,51.323,1.033,2,Implantation,1.34E+16,4.62E+12,7.24E+11,3.01E+17,6.00E+17,32463.404,0.01,103.309,881,155,141,02-25-2018,none,92.95
NOLSM7552826,24-02-2019 ?? 9:04:30,28,26,1,Oxidation,wet,1280.102167,H2O,45.86,0.226,33,721.514,2,Photo,1.92128,19.563,15.214,19.997,195.594,90,495.594,3911.874,4889.842,4.889,88.714,29.999,3,37.584,Hg-Arc,I,365,465.359,108.265,3,Etching,270,1462,3659,5712,72.151,51.12,1.028,3,Implantation,1.26E+16,1.17E+14,9.84E+11,2.99E+17,6.00E+17,32454.981,0.01,102.8,882,154,93,02-25-2018,none,95.35
NOLSM7562827,24-02-2019 ?? 9:04:30,28,27,1,Oxidation,wet,1281.304421,H2O,45.75,0.225,32,721.329,3,Photo,1.9729,13.227,14.846,20,194.694,89.999,494.694,3893.879,4867.348,4.874,88.424,29.995,2,24.633,Hg-Arc,I,365,465.004,106.136,2,Etching,320,1419,3668,5731,72.133,50.889,1.022,2,Implantation,1.46E+16,7.10E+13,7.88E+17,2.99E+17,6.00E+17,32449.884,0.01,102.223,878,153,171,02-25-2018,none,91.45
NOLSM757291,25-02-2019 ?? 9:04:30,29,1,1,Oxidation,wet,1275.5657,H2O,45.74,0.222,29,716.87,3,Photo,2.15187,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996,3,35.7,Hg-Arc,I,365,474.987,106.911,1,Etching,309,1424,3665,5722,71.687,50.543,1.014,1,Implantation,6.96E+15,5.52E+15,3.09E+17,2.99E+17,6.00E+17,32444.191,0.01,101.359,877,152,186,02-26-2018,none,90.7
NOLSM758292,25-02-2019 ?? 9:04:30,29,2,2,Oxidation,wet,1276.060274,H2O,45.76,0.223,30,720.769,1,Photo,1.83294,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005,1,39.348,Hg-Arc,I,365,479.437,106.964,1,Etching,316,1472,3663,5701,72.077,50.807,1.02,1,Implantation,3.59E+15,3.37E+16,2.00E+12,3.00E+17,6.00E+17,32445.445,0.01,102.018,878,153,132,02-26-2018,none,93.4
NOLSM759293,25-02-2019 ?? 9:04:30,29,3,2,Oxidation,wet,1283.867919,H2O,45.89,0.222,29,721.954,1,Photo,1.86791,10.292,14.934,20.002,195.334,90,495.334,3906.685,4883.357,4.88,88.503,30.004,2,30.315,Hg-Arc,I,365,464.943,107.066,2,Etching,308,1464,3666,5711,72.195,50.811,1.02,2,Implantation,2.10E+16,4.97E+16,8.93E+16,3.00E+17,6.00E+17,32412.236,0.01,102.028,878,153,150,02-26-2018,none,92.5
NOLSM760294,25-02-2019 ?? 9:04:30,29,4,2,Oxidation,wet,1273.783436,H2O,45.88,0.223,30,712.621,1,Photo,2.06109,14.536,14.96,19.995,194.724,90,494.724,3894.477,4868.097,4.877,89.199,29.999,3,35.121,Hg-Arc,I,365,472.991,106.953,3,Etching,317,1441,3663,5733,71.262,50.83,1.021,3,Implantation,1.19E+16,32645606689,26639639.17,3.01E+17,6.00E+17,31636.858,0.01,102.074,877,153,207,02-26-2018,[['Edge-Loc']],89.65
NOLSM761295,25-02-2019 ?? 9:04:30,29,5,2,Oxidation,wet,1272.564858,H2O,45.85,0.223,30,716.794,2,Photo,1.82451,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001,1,33.399,Hg-Arc,I,365,476.077,106.394,3,Etching,523,1614,3682,5729,71.679,50.763,1.019,3,Implantation,7.80E+15,1.31E+16,4.64E+17,3.00E+17,6.00E+17,30152.769,0.01,101.907,874,153,354,02-26-2018,[['Edge-Loc']],82.3
NOLSM762296,25-02-2019 ?? 9:04:30,29,6,2,Oxidation,wet,1268.333781,H2O,44.53,0.191,113.2,686.53,2,Photo,0.84653,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996,2,23.047,Hg-Arc,I,365,466.954,105.637,2,Etching,105,1278,3609,5691,68.653,50.196,1.005,2,Implantation,1.69E+16,6.28E+16,4.57E+13,2.99E+17,6.00E+17,32166.325,0.01,100.491,909,151,9,02-26-2018,none,99.55
NOLSM763297,25-02-2019 ?? 9:04:30,29,7,2,Oxidation,wet,1274.752189,H2O,44.62,0.187,82.8,691.168,2,Photo,0.87235,15.329,14.966,20,200.465,90,500.465,4009.296,5011.62,5.015,92.402,29.992,3,29.141,Hg-Arc,I,365,470.815,105.863,1,Etching,111,1284,3613,5679,69.117,50.388,1.01,1,Implantation,1.10E+16,7.88E+16,6.30E+17,2.99E+17,6.00E+17,32454.409,0.01,100.971,910,151,12,02-26-2018,none,99.4
NOLSM764298,25-02-2019 ?? 9:04:30,29,8,2,Oxidation,wet,1268.120909,H2O,44.64,0.203,10,710.04,3,Photo,1.0319,17.909,14.965,20.002,201.64,90,501.64,4032.797,5040.997,5.042,92.249,29.999,1,32.198,Hg-Arc,I,365,480.696,105.669,1,Etching,147,1409,3632,5696,71.004,50.546,1.014,1,Implantation,5.81E+15,4.09E+16,3.38E+17,3.00E+17,6.00E+17,32445.721,0.01,101.366,909,152,6,02-26-2018,none,99.7
NOLSM765299,25-02-2019 ?? 9:04:30,29,9,2,Oxidation,wet,1269.521244,H2O,44.54,0.213,20,709.047,3,Photo,0.79534,19.019,15.109,19.998,200.446,90,500.446,4008.924,5011.155,5.008,92.362,30,2,20.124,Hg-Arc,I,365,469.636,104.745,2,Etching,159,1328,3632,5686,70.905,50.328,1.008,2,Implantation,3.11E+15,1.58E+16,1.13E+16,3.00E+17,6.00E+17,32450.024,0.01,100.821,900,151,0,02-26-2018,none,100
NOLSM7662910,25-02-2019 ?? 9:04:30,29,10,2,Oxidation,wet,1267.405918,H2O,44.53,0.219,26,723.555,3,Photo,0.71786,17.852,15.029,20.002,200.563,90,500.563,4011.267,5014.084,5.01,92.529,29.999,3,25.046,Hg-Arc,I,365,474.479,104.604,3,Etching,165,1380,3649,5739,72.356,49.965,0.999,3,Implantation,5.57E+15,3.99E+16,2.38E+17,3.00E+17,6.00E+17,32158.005,0.01,99.912,900,150,21,02-26-2018,none,98.95
NOLSM7672911,25-02-2019 ?? 9:04:30,29,11,3,Oxidation,wet,1279.535843,H2O,44.49,0.218,25,720.167,1,Photo,0.77995,20.157,14.941,19.997,200.842,90,500.842,4016.84,5021.05,4.991,91.759,29.99,1,18.951,Hg-Arc,I,365,466.898,104.45,3,Etching,106,1381,3644,5724,72.017,49.902,0.998,3,Implantation,8.24E+15,5.59E+15,4.93E+17,3.01E+17,6.00E+17,32446.797,0.01,99.754,900,150,6,02-26-2018,none,99.7
NOLSM7682912,25-02-2019 ?? 9:04:30,29,12,3,Oxidation,wet,1272.848472,H2O,44.51,0.217,24,708.6,1,Photo,0.94146,14.982,15.103,20,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998,2,17.932,Hg-Arc,I,365,467.53,104.529,2,Etching,187,1296,3633,5726,70.86,49.901,0.998,2,Implantation,1.13E+16,1.12E+17,1.42E+11,2.99E+17,6.00E+17,32657.34,0.01,99.752,900,150,6,02-26-2018,none,99.7
NOLSM7692913,25-02-2019 ?? 9:04:30,29,13,3,Oxidation,wet,1275.111403,H2O,44.57,0.217,24,715.256,1,Photo,1.03258,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008,3,23.805,Hg-Arc,I,365,468.908,104.882,1,Etching,128,1345,3639,5700,71.526,50.297,1.007,1,Implantation,1.08E+16,3.92E+16,6.26E+16,2.99E+17,6.00E+17,32688.659,0.01,100.742,903,151,15,02-26-2018,none,99.25
NOLSM7702914,25-02-2019 ?? 9:04:30,29,14,3,Oxidation,wet,1269.36468,H2O,44.56,0.218,25,711.702,2,Photo,0.96054,19.782,14.928,20,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008,1,34.443,Hg-Arc,I,365,484.872,105.558,1,Etching,180,1376,3644,5688,71.17,50.047,1.001,1,Implantation,1.53E+16,1.05E+17,1.81E+17,3.01E+17,6.00E+17,32664.685,0.01,100.117,904,150,102,02-26-2018,none,94.9
NOLSM7712915,25-02-2019 ?? 9:04:30,29,15,3,Oxidation,wet,1275.851896,H2O,44.55,0.218,25,715.973,2,Photo,1.00724,12.41,14.864,19.998,199.996,90,499.996,3999.926,4999.907,4.989,91.938,29.999,2,28.852,Hg-Arc,I,365,469.146,106.354,2,Etching,211,1385,3643,5689,71.597,50.415,1.01,2,Implantation,1.71E+16,7.60E+15,8.46E+17,3.00E+17,6.00E+17,32632.272,0.01,101.036,905,152,45,02-26-2018,none,97.75
NOLSM7722916,25-02-2019 ?? 9:04:30,29,16,3,Oxidation,wet,1271.279622,H2O,44.48,0.218,25,717.236,3,Photo,1.02906,14.492,14.807,19.998,199.847,90,499.847,3996.948,4996.185,5.004,91.674,30.002,1,29.796,Hg-Arc,I,365,473.629,106.058,3,Etching,190,1482,3647,5711,71.724,50.827,1.021,3,Implantation,1.28E+16,3.43E+15,1.23E+17,2.99E+17,6.00E+17,32636.484,0.01,102.066,908,153,78,02-26-2018,none,96.1
NOLSM7732917,25-02-2019 ?? 9:04:30,29,17,3,Oxidation,wet,1269.031664,H2O,44.48,0.217,24,712.928,3,Photo,1.03694,10.507,15.02,20.004,199.03,90,499.03,3980.591,4975.738,4.956,91.155,30.004,2,19.976,Hg-Arc,I,365,463.711,105.467,2,Etching,214,1384,3644,5730,71.293,50.372,1.009,2,Implantation,2.07E+16,1.53E+17,1.17E+18,3.00E+17,6.00E+17,32666.317,0.01,100.929,904,151,78,02-26-2018,none,96.1
NOLSM7742918,25-02-2019 ?? 9:04:30,29,18,3,Oxidation,wet,1277.293219,H2O,44.58,0.216,23,714.822,3,Photo,1.24699,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01,3,36.248,Hg-Arc,I,365,480.324,106.577,1,Etching,174,1473,3647,5737,71.482,50.828,1.021,1,Implantation,2.00E+16,2.07E+16,6.90E+17,3.00E+17,6.00E+17,32646.298,0.01,102.07,908,153,102,02-26-2018,none,94.9
NOLSM7752919,25-02-2019 ?? 9:04:30,29,19,1,Oxidation,wet,1269.0928,H2O,44.59,0.217,24,721.528,1,Photo,0.8338,12.502,15.095,19.996,199.907,90,499.907,3998.147,4997.684,5.016,92.172,30.004,1,35.278,Hg-Arc,I,365,470.662,107.212,1,Etching,178,1371,3648,5740,72.153,50.839,1.021,1,Implantation,1.71E+16,1.82E+16,3.78E+16,3.00E+17,6.00E+17,32682.765,0.01,102.099,913,153,60,02-26-2018,none,97
NOLSM7762920,25-02-2019 ?? 9:04:30,29,20,1,Oxidation,wet,1274.338129,H2O,44.53,0.218,25,715.249,1,Photo,0.90826,16.072,14.964,20,200.435,90,500.435,4008.695,5010.869,5.007,91.982,30.004,2,42.665,Hg-Arc,I,365,484.878,107.193,2,Etching,183,1272,3639,5714,71.525,50.977,1.024,2,Implantation,9.56E+15,7.74E+16,4.67E+17,3.00E+17,6.00E+17,32673.341,0.01,102.443,913,154,27,02-26-2018,none,98.65
NOLSM7772921,25-02-2019 ?? 9:04:30,29,21,1,Oxidation,wet,1277.125287,H2O,44.53,0.219,26,713.007,1,Photo,0.86833,19.337,15.098,19.998,200.203,90,500.203,4004.061,5005.076,4.987,91.713,30.014,3,38.165,Hg-Arc,I,365,483.527,106.763,3,Etching,141,1408,3641,5727,71.301,50.744,1.019,3,Implantation,2.52E+15,1.37E+16,3.07E+15,3.00E+17,6.00E+17,32653.528,0.01,101.86,912,153,66,02-26-2018,none,96.7
NOLSM7782922,25-02-2019 ?? 9:04:30,29,22,1,Oxidation,wet,1273.466561,H2O,44.62,0.218,25,714.238,2,Photo,0.84342,14.471,14.963,19.996,199.559,90,499.559,3991.175,4988.968,4.994,91.871,29.993,1,34.689,Hg-Arc,I,365,474.257,106.786,3,Etching,176,1361,3643,5721,71.424,50.838,1.021,3,Implantation,1.28E+16,1.07E+15,3.59E+17,3.00E+17,6.00E+17,32677.209,0.01,102.094,913,153,78,02-26-2018,none,96.1
NOLSM7792923,25-02-2019 ?? 9:04:30,29,23,1,Oxidation,wet,1277.074151,H2O,44.72,0.218,25,714.974,2,Photo,0.96137,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30,3,35.697,Hg-Arc,I,365,478.308,106.622,1,Etching,223,1360,3645,5731,71.497,50.802,1.02,1,Implantation,3.84E+15,3.82E+16,1875907865,2.98E+17,6.00E+17,32696.413,0.01,102.006,913,153,96,02-26-2018,none,95.2
NOLSM7802924,25-02-2019 ?? 9:04:30,29,24,1,Oxidation,wet,1273.47807,H2O,44.78,0.218,25,715.226,3,Photo,1.08352,14.834,14.884,20.003,199.635,90,499.635,3992.705,4990.881,4.993,92.022,30.009,1,39.629,Hg-Arc,I,365,486.337,106.24,1,Etching,108,1521,3639,5698,71.523,50.668,1.017,1,Implantation,1.20E+16,1.18E+17,1.05E+17,3.00E+17,6.00E+17,32700.965,0.01,101.671,912,153,33,02-26-2018,none,98.35
NOLSM7812925,25-02-2019 ?? 9:04:30,29,25,1,Oxidation,wet,1273.731235,H2O,44.68,0.218,25,724.374,3,Photo,0.75284,19.907,14.945,20.001,199.822,90,499.822,3996.443,4995.554,4.997,92.214,30.003,3,32.166,Hg-Arc,I,365,474.619,106.161,3,Etching,339,1465,3657,5695,72.437,50.554,1.014,3,Implantation,1.18E+16,1.09E+17,5.12E+17,3.00E+17,6.00E+17,32451.323,0.01,101.386,913,152,117,02-26-2018,none,94.15
NOLSM7822926,25-02-2019 ?? 9:04:30,29,26,2,Oxidation,wet,1277.858397,H2O,44.64,0.218,25,719.23,1,Photo,0.82819,12.087,15.072,20.003,200.078,90,500.078,4001.557,5001.947,5.006,91.922,30.005,1,20.921,Hg-Arc,I,365,466.058,105.087,3,Etching,321,1471,3661,5696,71.923,50.489,1.012,3,Implantation,1.77E+16,7.78E+16,8.15E+17,3.01E+17,6.00E+17,32534.357,0.01,101.223,904,152,186,02-26-2018,none,90.7
NOLSM7832927,25-02-2019 ?? 9:04:30,29,27,2,Oxidation,wet,1272.150947,H2O,44.53,0.215,22,713.79,1,Photo,0.87301,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,2,31.927,Hg-Arc,I,365,481.671,105.572,2,Etching,328,1596,3657,5713,71.379,50.21,1.005,2,Implantation,2.07E+16,1.45E+17,1.21E+18,3.02E+17,6.00E+17,32621.49,0.01,100.525,905,151,207,02-26-2018,[['Edge-Loc']],89.65
NOLSM784301,26-02-2019 ?? 9:04:30,30,1,2,Oxidation,wet,1277.585885,H2O,44.61,0.217,24,713.559,1,Photo,0.97825,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,3,33.419,Hg-Arc,I,365,478.63,106.083,1,Etching,364,1563,3658,5691,71.356,50.275,1.007,1,Implantation,5.92E+15,3846247470,1.80E+11,3.01E+17,6.00E+17,32337.742,0.01,100.688,909,151,222,02-27-2018,[['Random']],88.9
NOLSM785302,26-02-2019 ?? 9:04:30,30,2,2,Oxidation,wet,1269.55305,H2O,44.58,0.218,25,716.184,2,Photo,0.73624,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,1,29.806,Hg-Arc,I,365,473.637,106.059,1,Etching,308,1643,3659,5724,71.618,50.387,1.01,1,Implantation,7.32E+15,2.76E+16,4.29E+17,3.01E+17,6.00E+17,32422.811,0.01,100.968,908,151,213,02-27-2018,[['Loc']],89.35
NOLSM786303,26-02-2019 ?? 9:04:30,30,3,2,Oxidation,wet,1282.393014,H2O,44.58,0.218,25,719.658,2,Photo,0.93563,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,2,24.694,Hg-Arc,I,365,474.724,105.028,2,Etching,344,1490,3656,5741,71.966,50.228,1.006,2,Implantation,1.99E+16,1.59E+17,1.02E+18,3.01E+17,6.00E+17,32255.476,0.01,100.571,904,151,138,02-27-2018,none,93.1
